# x_m,y_m,total_field_nT  (synthetic magnetometer survey - 2 known buried targets)
26.000,12.500,49927.572
26.000,13.000,49925.688
26.000,13.500,49925.476
26.000,14.000,49923.604
26.000,14.500,49927.432
26.000,15.000,49925.120
26.000,15.500,49927.940
26.000,16.000,49927.952
26.000,16.500,49926.116
26.000,17.000,49926.593
26.000,17.500,49926.775
26.000,18.000,49926.188
26.000,18.500,49924.327
26.000,19.000,49928.705
26.000,19.500,49925.706
26.000,20.000,49927.375
26.250,0.000,49935.412
26.250,0.500,49935.392
26.250,1.000,49935.267
26.250,1.500,49936.287
26.250,2.000,49933.592
26.250,2.500,49936.366
26.250,3.000,49935.105
26.250,3.500,49934.893
26.250,4.000,49934.189
26.250,4.500,49934.721
26.250,5.000,49935.635
26.250,5.500,49932.985
26.250,6.000,49932.138
26.250,6.500,49934.284
26.250,7.000,49935.726
26.250,7.500,49934.201
26.250,8.000,49936.685
26.250,8.500,49936.550
26.250,9.000,49936.690
26.250,9.500,49936.745
26.250,10.000,49934.944
26.250,10.500,49935.383
26.250,11.000,49933.495
26.250,11.500,49930.477
26.250,12.000,49935.102
26.250,12.500,49933.328
26.250,13.000,49934.178
26.250,13.500,49930.748
26.250,14.000,49935.821
26.250,14.500,49934.173
26.250,15.000,49933.594
26.250,15.500,49932.753
26.250,16.000,49933.275
26.250,16.500,49933.235
26.250,17.000,49933.061
26.250,17.500,49932.413
26.250,18.000,49934.234
26.250,18.500,49934.059
26.250,19.000,49935.875
26.250,19.500,49931.979
26.250,20.000,49933.959
26.500,0.000,49940.669
26.500,0.500,49942.500
26.500,1.000,49941.892
26.500,1.500,49943.226
26.500,2.000,49944.690
26.500,2.500,49941.914
26.500,3.000,49942.688
26.500,3.500,49940.747
26.500,4.000,49941.660
26.500,4.500,49941.866
26.500,5.000,49945.015
26.500,5.500,49940.076
26.500,6.000,49941.562
26.500,6.500,49941.770
26.500,7.000,49940.588
26.500,7.500,49942.227
26.500,8.000,49941.698
26.500,8.500,49941.836
26.500,9.000,49940.555
26.500,9.500,49942.722
26.500,10.000,49940.208
26.500,10.500,49941.030
26.500,11.000,49942.845
26.500,11.500,49943.659
26.500,12.000,49940.427
26.500,12.500,49942.479
26.500,13.000,49941.411
26.500,13.500,49943.102
26.500,14.000,49941.702
26.500,14.500,49944.081
26.500,15.000,49943.838
26.500,15.500,49940.085
26.500,16.000,49941.062
26.500,16.500,49940.437
26.500,17.000,49941.453
26.500,17.500,49938.862
26.500,18.000,49939.093
26.500,18.500,49943.150
26.500,19.000,49942.149
26.500,19.500,49942.787
26.500,20.000,49940.320
26.750,0.000,49946.606
26.750,0.500,49947.876
26.750,1.000,49950.223
26.750,1.500,49948.244
26.750,2.000,49948.387
26.750,2.500,49949.861
26.750,3.000,49948.644
26.750,3.500,49948.328
26.750,4.000,49948.676
26.750,4.500,49947.728
26.750,5.000,49950.354
26.750,5.500,49947.816
26.750,6.000,49946.871
26.750,6.500,49948.954
26.750,7.000,49949.331
26.750,7.500,49947.183
26.750,8.000,49948.957
26.750,8.500,49949.468
26.750,9.000,49942.807
26.750,9.500,49945.231
26.750,10.000,49948.403
26.750,10.500,49946.392
26.750,11.000,49950.305
26.750,11.500,49948.250
26.750,12.000,49947.603
26.750,12.500,49947.841
26.750,13.000,49947.173
26.750,13.500,49946.777
26.750,14.000,49947.921
26.750,14.500,49949.244
26.750,15.000,49945.422
26.750,15.500,49948.109
26.750,16.000,49947.081
26.750,16.500,49947.894
26.750,17.000,49946.648
26.750,17.500,49948.004
26.750,18.000,49946.194
26.750,18.500,49947.788
26.750,19.000,49947.444
26.750,19.500,49945.355
26.750,20.000,49948.499
27.000,0.000,49949.411
27.000,0.500,49953.049
27.000,1.000,49951.360
27.000,1.500,49953.965
27.000,2.000,49953.058
27.000,2.500,49954.769
27.000,3.000,49953.222
27.000,3.500,49953.187
27.000,4.000,49955.168
27.000,4.500,49952.771
27.000,5.000,49953.404
27.000,5.500,49955.568
27.000,6.000,49954.402
27.000,6.500,49956.364
27.000,7.000,49954.059
27.000,7.500,49952.557
27.000,8.000,49954.945
27.000,8.500,49954.699
27.000,9.000,49952.890
27.000,9.500,49954.094
27.000,10.000,49953.145
27.000,10.500,49954.003
27.000,11.000,49953.293
27.000,11.500,49953.039
27.000,12.000,49955.758
27.000,12.500,49953.902
27.000,13.000,49951.217
27.000,13.500,49953.523
27.000,14.000,49952.760
27.000,14.500,49953.680
27.000,15.000,49953.573
27.000,15.500,49953.767
27.000,16.000,49950.677
27.000,16.500,49950.882
27.000,17.000,49955.345
27.000,17.500,49953.216
27.000,18.000,49955.276
27.000,18.500,49954.075
27.000,19.000,49952.500
27.000,19.500,49950.783
27.000,20.000,49954.101
27.250,0.000,49959.224
27.250,0.500,49961.059
27.250,1.000,49958.113
27.250,1.500,49958.515
27.250,2.000,49955.672
27.250,2.500,49957.456
27.250,3.000,49958.718
27.250,3.500,49957.805
27.250,4.000,49957.002
27.250,4.500,49960.421
27.250,5.000,49960.680
27.250,5.500,49956.655
27.250,6.000,49958.388
27.250,6.500,49957.578
27.250,7.000,49960.430
27.250,7.500,49958.541
27.250,8.000,49959.064
27.250,8.500,49956.749
27.250,9.000,49960.127
27.250,9.500,49957.673
27.250,10.000,49960.902
27.250,10.500,49959.734
27.250,11.000,49957.108
27.250,11.500,49958.865
27.250,12.000,49958.432
27.250,12.500,49957.728
27.250,13.000,49959.180
27.250,13.500,49958.014
27.250,14.000,49958.094
27.250,14.500,49957.105
27.250,15.000,49956.939
27.250,15.500,49958.175
27.250,16.000,49958.334
27.250,16.500,49959.688
27.250,17.000,49956.052
27.250,17.500,49958.264
27.250,18.000,49960.498
27.250,18.500,49957.104
27.250,19.000,49956.571
27.250,19.500,49956.762
27.250,20.000,49959.355
27.500,0.000,49960.829
27.500,0.500,49962.743
27.500,1.000,49961.695
27.500,1.500,49961.820
27.500,2.000,49962.208
27.500,2.500,49962.089
27.500,3.000,49962.083
27.500,3.500,49962.537
27.500,4.000,49963.004
27.500,4.500,49961.903
27.500,5.000,49963.271
27.500,5.500,49961.829
27.500,6.000,49961.849
27.500,6.500,49962.576
27.500,7.000,49959.922
27.500,7.500,49961.248
27.500,8.000,49961.462
27.500,8.500,49960.914
27.500,9.000,49962.086
27.500,9.500,49961.320
27.500,10.000,49961.040
27.500,10.500,49963.919
27.500,11.000,49965.508
27.500,11.500,49963.867
27.500,12.000,49962.816
27.500,12.500,49964.048
27.500,13.000,49962.829
27.500,13.500,49961.965
27.500,14.000,49962.522
27.500,14.500,49961.852
27.500,15.000,49959.051
27.500,15.500,49961.100
27.500,16.000,49961.125
27.500,16.500,49963.101
27.500,17.000,49961.663
27.500,17.500,49959.696
27.500,18.000,49962.364
27.500,18.500,49962.850
27.500,19.000,49963.587
27.500,19.500,49962.994
27.500,20.000,49966.049
27.750,0.000,49965.245
27.750,0.500,49968.508
27.750,1.000,49967.899
27.750,1.500,49965.550
27.750,2.000,49966.296
27.750,2.500,49965.353
27.750,3.000,49966.270
27.750,3.500,49965.776
27.750,4.000,49965.757
27.750,4.500,49966.400
27.750,5.000,49964.837
27.750,5.500,49968.061
27.750,6.000,49967.675
27.750,6.500,49965.299
27.750,7.000,49967.620
27.750,7.500,49964.733
27.750,8.000,49963.619
27.750,8.500,49966.753
27.750,9.000,49967.086
27.750,9.500,49965.144
27.750,10.000,49967.031
27.750,10.500,49969.171
27.750,11.000,49970.740
27.750,11.500,49964.903
27.750,12.000,49966.696
27.750,12.500,49964.357
27.750,13.000,49970.443
27.750,13.500,49965.540
27.750,14.000,49967.483
27.750,14.500,49966.335
27.750,15.000,49964.611
27.750,15.500,49965.890
27.750,16.000,49964.175
27.750,16.500,49965.253
27.750,17.000,49965.819
27.750,17.500,49966.568
27.750,18.000,49962.834
27.750,18.500,49966.155
27.750,19.000,49970.096
27.750,19.500,49964.853
27.750,20.000,49966.784
28.000,0.000,49969.329
28.000,0.500,49965.717
28.000,1.000,49968.443
28.000,1.500,49968.897
28.000,2.000,49971.178
28.000,2.500,49969.840
28.000,3.000,49969.547
28.000,3.500,49970.872
28.000,4.000,49970.041
28.000,4.500,49969.584
28.000,5.000,49970.818
28.000,5.500,49967.736
28.000,6.000,49969.475
28.000,6.500,49971.649
28.000,7.000,49966.544
28.000,7.500,49968.553
28.000,8.000,49969.959
28.000,8.500,49970.055
28.000,9.000,49969.194
28.000,9.500,49970.331
28.000,10.000,49968.345
28.000,10.500,49971.134
28.000,11.000,49969.948
28.000,11.500,49972.371
28.000,12.000,49970.911
28.000,12.500,49970.464
28.000,13.000,49971.757
28.000,13.500,49968.425
28.000,14.000,49969.190
28.000,14.500,49967.005
28.000,15.000,49970.938
28.000,15.500,49972.117
28.000,16.000,49968.913
28.000,16.500,49967.822
28.000,17.000,49971.343
28.000,17.500,49968.559
28.000,18.000,49968.918
28.000,18.500,49971.995
28.000,19.000,49969.160
28.000,19.500,49969.432
28.000,20.000,49972.143
28.250,0.000,49973.920
28.250,0.500,49971.425
28.250,1.000,49975.266
28.250,1.500,49970.382
28.250,2.000,49974.492
28.250,2.500,49973.702
28.250,3.000,49972.167
28.250,3.500,49971.769
28.250,4.000,49971.254
28.250,4.500,49975.501
28.250,5.000,49973.080
28.250,5.500,49971.932
28.250,6.000,49973.724
28.250,6.500,49974.656
28.250,7.000,49973.313
28.250,7.500,49973.866
28.250,8.000,49974.238
28.250,8.500,49972.883
28.250,9.000,49973.257
28.250,9.500,49972.598
28.250,10.000,49971.272
28.250,10.500,49970.850
28.250,11.000,49973.418
28.250,11.500,49971.672
28.250,12.000,49972.697
28.250,12.500,49972.353
28.250,13.000,49974.176
28.250,13.500,49973.138
28.250,14.000,49973.178
28.250,14.500,49972.289
28.250,15.000,49972.514
28.250,15.500,49972.214
28.250,16.000,49973.103
28.250,16.500,49970.149
28.250,17.000,49972.713
28.250,17.500,49973.302
28.250,18.000,49973.350
28.250,18.500,49971.155
28.250,19.000,49972.151
28.250,19.500,49972.223
28.250,20.000,49971.997
28.500,0.000,49973.977
28.500,0.500,49974.160
28.500,1.000,49975.791
28.500,1.500,49976.343
28.500,2.000,49975.973
28.500,2.500,49974.430
28.500,3.000,49976.301
28.500,3.500,49975.412
28.500,4.000,49974.953
28.500,4.500,49974.294
28.500,5.000,49974.904
28.500,5.500,49976.729
28.500,6.000,49975.364
28.500,6.500,49975.442
28.500,7.000,49974.111
28.500,7.500,49979.785
28.500,8.000,49972.190
28.500,8.500,49972.533
28.500,9.000,49974.776
28.500,9.500,49975.852
28.500,10.000,49978.203
28.500,10.500,49976.305
28.500,11.000,49975.977
28.500,11.500,49976.899
28.500,12.000,49975.656
28.500,12.500,49972.576
28.500,13.000,49975.888
28.500,13.500,49975.830
28.500,14.000,49978.758
28.500,14.500,49974.422
28.500,15.000,49977.392
28.500,15.500,49973.469
28.500,16.000,49977.813
28.500,16.500,49975.718
28.500,17.000,49976.782
28.500,17.500,49976.590
28.500,18.000,49976.560
28.500,18.500,49975.699
28.500,19.000,49974.580
28.500,19.500,49975.336
28.500,20.000,49974.439
28.750,0.000,49978.138
28.750,0.500,49975.882
28.750,1.000,49978.542
28.750,1.500,49979.737
28.750,2.000,49980.061
28.750,2.500,49980.216
28.750,3.000,49978.461
28.750,3.500,49977.988
28.750,4.000,49977.823
28.750,4.500,49978.781
28.750,5.000,49979.255
28.750,5.500,49978.673
28.750,6.000,49976.135
28.750,6.500,49980.207
28.750,7.000,49978.843
28.750,7.500,49979.601
28.750,8.000,49978.181
28.750,8.500,49977.700
28.750,9.000,49980.987
28.750,9.500,49976.466
28.750,10.000,49975.529
28.750,10.500,49981.047
28.750,11.000,49978.406
28.750,11.500,49977.397
28.750,12.000,49977.156
28.750,12.500,49975.020
28.750,13.000,49980.827
28.750,13.500,49979.083
28.750,14.000,49978.789
28.750,14.500,49979.262
28.750,15.000,49976.654
28.750,15.500,49978.717
28.750,16.000,49979.662
28.750,16.500,49974.732
28.750,17.000,49978.939
28.750,17.500,49979.174
28.750,18.000,49978.214
28.750,18.500,49976.742
28.750,19.000,49977.832
28.750,19.500,49977.404
28.750,20.000,49978.647
29.000,0.000,49979.783
29.000,0.500,49981.717
29.000,1.000,49979.781
29.000,1.500,49979.767
29.000,2.000,49982.287
29.000,2.500,49980.281
29.000,3.000,49981.307
29.000,3.500,49978.551
29.000,4.000,49982.766
29.000,4.500,49978.294
29.000,5.000,49980.605
29.000,5.500,49980.110
29.000,6.000,49979.290
29.000,6.500,49980.010
29.000,7.000,49982.263
29.000,7.500,49983.007
29.000,8.000,49980.032
29.000,8.500,49979.840
29.000,9.000,49977.549
29.000,9.500,49982.929
29.000,10.000,49978.749
29.000,10.500,49978.975
29.000,11.000,49980.490
29.000,11.500,49981.428
29.000,12.000,49982.607
29.000,12.500,49983.580
29.000,13.000,49981.446
29.000,13.500,49979.593
29.000,14.000,49979.328
29.000,14.500,49980.046
29.000,15.000,49981.522
29.000,15.500,49981.750
29.000,16.000,49981.247
29.000,16.500,49977.485
29.000,17.000,49979.484
29.000,17.500,49982.525
29.000,18.000,49979.548
29.000,18.500,49980.236
29.000,19.000,49984.456
29.000,19.500,49980.265
29.000,20.000,49982.522
29.250,0.000,49985.410
29.250,0.500,49983.779
29.250,1.000,49981.978
29.250,1.500,49979.199
29.250,2.000,49981.319
29.250,2.500,49983.561
29.250,3.000,49983.472
29.250,3.500,49984.331
29.250,4.000,49980.901
29.250,4.500,49982.847
29.250,5.000,49979.461
29.250,5.500,49981.200
29.250,6.000,49983.306
29.250,6.500,49979.227
29.250,7.000,49983.714
29.250,7.500,49985.224
29.250,8.000,49980.314
29.250,8.500,49982.069
29.250,9.000,49985.026
29.250,9.500,49983.190
29.250,10.000,49983.027
29.250,10.500,49982.585
29.250,11.000,49980.359
29.250,11.500,49982.206
29.250,12.000,49984.337
29.250,12.500,49982.533
29.250,13.000,49983.483
29.250,13.500,49981.856
29.250,14.000,49981.091
29.250,14.500,49981.752
29.250,15.000,49980.821
29.250,15.500,49980.360
29.250,16.000,49982.377
29.250,16.500,49982.068
29.250,17.000,49981.006
29.250,17.500,49983.468
29.250,18.000,49981.034
29.250,18.500,49983.078
29.250,19.000,49983.196
29.250,19.500,49984.957
29.250,20.000,49982.981
29.500,0.000,49985.729
29.500,0.500,49984.646
29.500,1.000,49982.413
29.500,1.500,49985.796
29.500,2.000,49987.021
29.500,2.500,49984.304
29.500,3.000,49987.620
29.500,3.500,49985.854
29.500,4.000,49987.458
29.500,4.500,49984.173
29.500,5.000,49983.107
29.500,5.500,49984.506
29.500,6.000,49983.322
29.500,6.500,49984.698
29.500,7.000,49984.027
29.500,7.500,49984.626
29.500,8.000,49984.234
29.500,8.500,49982.898
29.500,9.000,49983.556
29.500,9.500,49986.246
29.500,10.000,49984.239
29.500,10.500,49982.316
29.500,11.000,49981.296
29.500,11.500,49983.832
29.500,12.000,49984.730
29.500,12.500,49982.538
29.500,13.000,49981.625
29.500,13.500,49985.145
29.500,14.000,49989.095
29.500,14.500,49985.612
29.500,15.000,49982.811
29.500,15.500,49984.132
29.500,16.000,49984.133
29.500,16.500,49982.408
29.500,17.000,49982.215
29.500,17.500,49984.113
29.500,18.000,49985.520
29.500,18.500,49984.721
29.500,19.000,49983.326
29.500,19.500,49985.124
29.500,20.000,49985.151
29.750,0.000,49984.804
29.750,0.500,49984.442
29.750,1.000,49987.226
29.750,1.500,49987.952
29.750,2.000,49986.846
29.750,2.500,49987.996
29.750,3.000,49988.417
29.750,3.500,49983.913
29.750,4.000,49986.912
29.750,4.500,49988.157
29.750,5.000,49987.873
29.750,5.500,49988.303
29.750,6.000,49985.270
29.750,6.500,49987.163
29.750,7.000,49987.295
29.750,7.500,49985.224
29.750,8.000,49986.397
29.750,8.500,49984.105
29.750,9.000,49984.821
29.750,9.500,49986.577
29.750,10.000,49987.656
29.750,10.500,49986.071
29.750,11.000,49988.368
29.750,11.500,49988.295
29.750,12.000,49984.583
29.750,12.500,49985.902
29.750,13.000,49985.296
29.750,13.500,49987.285
29.750,14.000,49987.127
29.750,14.500,49984.860
29.750,15.000,49987.438
29.750,15.500,49984.073
29.750,16.000,49987.824
29.750,16.500,49982.403
29.750,17.000,49985.798
29.750,17.500,49985.010
29.750,18.000,49987.093
29.750,18.500,49986.465
29.750,19.000,49982.807
29.750,19.500,49984.084
29.750,20.000,49985.231
30.000,0.000,49989.647
30.000,0.500,49990.309
30.000,1.000,49988.876
30.000,1.500,49989.977
30.000,2.000,49986.703
30.000,2.500,49988.447
30.000,3.000,49988.003
30.000,3.500,49986.182
30.000,4.000,49987.266
30.000,4.500,49987.246
30.000,5.000,49988.455
30.000,5.500,49988.504
30.000,6.000,49986.928
30.000,6.500,49986.943
30.000,7.000,49984.880
30.000,7.500,49988.480
30.000,8.000,49987.558
30.000,8.500,49987.661
30.000,9.000,49988.515
30.000,9.500,49986.946
30.000,10.000,49986.236
30.000,10.500,49986.773
30.000,11.000,49987.155
30.000,11.500,49987.992
30.000,12.000,49986.753
30.000,12.500,49986.997
30.000,13.000,49985.662
30.000,13.500,49987.044
30.000,14.000,49985.034
30.000,14.500,49986.664
30.000,15.000,49988.466
30.000,15.500,49987.916
30.000,16.000,49987.427
30.000,16.500,49987.329
30.000,17.000,49989.021
30.000,17.500,49985.908
30.000,18.000,49988.345
30.000,18.500,49986.614
30.000,19.000,49988.114
30.000,19.500,49987.476
30.000,20.000,49986.898
